subjectID;age;sex;parentality;babyID_ref;babyID_stim;stim;rank;delay_training_testing_h;nationality;real_baby_status;rated_baby_status;rated_baby_status_binom
Pfem20;19;female;nonparent;CHM;VIC;VIC_D3;7;22.63;Spain;unknown;familiar;1
Pfem20;19;female;nonparent;CHM;VIC;VIC_D1;8;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;RAR;RAR_D3;9;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;RAR;RAR_D2;10;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MIS;MIS_D2;11;22.63;Spain;unknown;familiar;1
Pfem20;19;female;nonparent;CHM;CHM;CHM_D4;12;22.63;Spain;familiar;familiar;1
Pfem20;19;female;nonparent;CHM;CHM;CHM_D3;13;22.63;Spain;familiar;familiar;1
Pfem20;19;female;nonparent;CHM;RAR;RAR_D4;14;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MAJ;MAJ_D1;15;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MAJ;MAJ_D2;16;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MIS;MIS_D3;17;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;CHM;CHM_D2;18;22.63;Spain;familiar;familiar;1
Pfem20;19;female;nonparent;CHM;RAR;RAR_D1;19;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MIS;MIS_D1;20;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MAJ;MAJ_D3;21;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MAJ;MAJ_D4;22;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MIS;MIS_D1;23;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MIS;MIS_D3;24;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;VIC;VIC_D1;25;22.63;Spain;unknown;familiar;1
Pfem20;19;female;nonparent;CHM;VIC;VIC_D3;26;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;VIC;VIC_D2;27;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;RAR;RAR_D4;28;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;CHM;CHM_D3;29;22.63;Spain;familiar;unknown;0
Pfem20;19;female;nonparent;CHM;CHM;CHM_D1;30;22.63;Spain;familiar;familiar;1
Pfem20;19;female;nonparent;CHM;VIC;VIC_D4;31;22.63;Spain;unknown;familiar;1
Pfem20;19;female;nonparent;CHM;MIS;MIS_D4;32;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;CHM;CHM_D4;33;22.63;Spain;familiar;familiar;1
Pfem20;19;female;nonparent;CHM;MIS;MIS_D2;34;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;MAJ;MAJ_D1;35;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;RAR;RAR_D2;36;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;RAR;RAR_D1;37;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;RAR;RAR_D3;38;22.63;Spain;unknown;unknown;0
Pfem20;19;female;nonparent;CHM;CHM;CHM_D2;39;22.63;Spain;familiar;familiar;1
Pfem20;19;female;nonparent;CHM;MAJ;MAJ_D2;40;22.63;Spain;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D2;1;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;GAP;GAP_D3;2;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;JOM;JOM_D4;3;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;MIS;MIS_D1;4;11.17;France;familiar;unknown;0
Pfem21;27;female;nonparent;MIS;JOM;JOM_D2;5;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D4;6;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D3;7;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;JOM;JOM_D3;8;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;GAP;GAP_D4;9;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;RAR;RAR_D2;10;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;GAP;GAP_D2;11;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;RAR;RAR_D1;12;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;JOM;JOM_D1;13;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;RAR;RAR_D4;14;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D1;15;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;GAP;GAP_D1;16;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;MIS;MIS_D4;17;11.17;France;familiar;familiar;1
Pfem21;27;female;nonparent;MIS;MIS;MIS_D2;18;11.17;France;familiar;unknown;0
Pfem21;27;female;nonparent;MIS;RAR;RAR_D3;19;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;MIS;MIS_D3;20;11.17;France;familiar;unknown;0
Pfem21;27;female;nonparent;MIS;MIS;MIS_D4;21;11.17;France;familiar;familiar;1
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D2;22;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D4;23;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;RAR;RAR_D4;24;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;JOM;JOM_D4;25;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;MIS;MIS_D3;26;11.17;France;familiar;unknown;0
Pfem21;27;female;nonparent;MIS;GAP;GAP_D4;27;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;RAR;RAR_D2;28;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;RAR;RAR_D1;29;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;MIS;MIS_D2;30;11.17;France;familiar;familiar;1
Pfem21;27;female;nonparent;MIS;GAP;GAP_D1;31;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;GAP;GAP_D3;32;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D1;33;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;RAR;RAR_D3;34;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;JOM;JOM_D2;35;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;JOM;JOM_D3;36;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;GAP;GAP_D2;37;11.17;France;unknown;unknown;0
Pfem21;27;female;nonparent;MIS;MIS;MIS_D1;38;11.17;France;familiar;unknown;0
Pfem21;27;female;nonparent;MIS;ZEP;ZEP_D3;39;11.17;France;unknown;familiar;1
Pfem21;27;female;nonparent;MIS;JOM;JOM_D1;40;11.17;France;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;JOL;JOL_D1;1;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;FAE;FAE_D4;2;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;RAR;RAR_D2;3;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;FAE;FAE_D2;4;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;JOL;JOL_D4;5;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;GAP;GAP_D2;6;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;BEV;BEV_D4;7;3;Portugal;familiar;familiar;1
Pfem22;20;female;nonparent;BEV;BEV;BEV_D2;8;3;Portugal;familiar;unknown;0
Pfem22;20;female;nonparent;BEV;FAE;FAE_D3;9;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;GAP;GAP_D3;10;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;GAP;GAP_D4;11;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;BEV;BEV_D1;12;3;Portugal;familiar;unknown;0
Pfem22;20;female;nonparent;BEV;RAR;RAR_D4;13;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;JOL;JOL_D2;14;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;FAE;FAE_D1;15;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;BEV;BEV_D3;16;3;Portugal;familiar;familiar;1
Pfem22;20;female;nonparent;BEV;JOL;JOL_D3;17;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;RAR;RAR_D3;18;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;RAR;RAR_D1;19;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;GAP;GAP_D1;20;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;JOL;JOL_D3;21;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;JOL;JOL_D4;22;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;GAP;GAP_D2;23;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;BEV;BEV_D4;24;3;Portugal;familiar;unknown;0
Pfem22;20;female;nonparent;BEV;BEV;BEV_D2;25;3;Portugal;familiar;unknown;0
Pfem22;20;female;nonparent;BEV;GAP;GAP_D3;26;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;FAE;FAE_D1;27;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;JOL;JOL_D2;28;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;RAR;RAR_D1;29;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;GAP;GAP_D1;30;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;GAP;GAP_D4;31;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;FAE;FAE_D3;32;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;BEV;BEV_D1;33;3;Portugal;familiar;unknown;0
Pfem22;20;female;nonparent;BEV;RAR;RAR_D3;34;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;RAR;RAR_D4;35;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;JOL;JOL_D1;36;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;RAR;RAR_D2;37;3;Portugal;unknown;unknown;0
Pfem22;20;female;nonparent;BEV;BEV;BEV_D3;38;3;Portugal;familiar;familiar;1
Pfem22;20;female;nonparent;BEV;FAE;FAE_D2;39;3;Portugal;unknown;familiar;1
Pfem22;20;female;nonparent;BEV;FAE;FAE_D4;40;3;Portugal;unknown;familiar;1
Pfem23;24;female;nonparent;BEV;JOL;JOL_D3;1;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;BEV;BEV_D1;2;10.97;Portugal;familiar;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D1;3;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;ASE;ASE_D2;4;10.97;Portugal;unknown;familiar;1
Pfem23;24;female;nonparent;BEV;BEV;BEV_D3;5;10.97;Portugal;familiar;familiar;1
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D2;6;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOL;JOL_D4;7;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D2;8;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D4;9;10.97;Portugal;unknown;familiar;1
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D3;10;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;BEV;BEV_D2;11;10.97;Portugal;familiar;familiar;1
Pfem23;24;female;nonparent;BEV;ASE;ASE_D3;12;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D1;13;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D3;14;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D4;15;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;ASE;ASE_D4;16;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;ASE;ASE_D1;17;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOL;JOL_D1;18;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;BEV;BEV_D4;19;10.97;Portugal;familiar;familiar;1
Pfem23;24;female;nonparent;BEV;JOL;JOL_D2;20;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;BEV;BEV_D3;21;10.97;Portugal;familiar;unknown;0
Pfem23;24;female;nonparent;BEV;JOL;JOL_D1;22;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D3;23;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;BEV;BEV_D2;24;10.97;Portugal;familiar;familiar;1
Pfem23;24;female;nonparent;BEV;ASE;ASE_D2;25;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;ASE;ASE_D1;26;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D4;27;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D1;28;10.97;Portugal;unknown;familiar;1
Pfem23;24;female;nonparent;BEV;JOL;JOL_D3;29;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D2;30;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOL;JOL_D4;31;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;ASE;ASE_D3;32;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;ASE;ASE_D4;33;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;BEV;BEV_D1;34;10.97;Portugal;familiar;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D3;35;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;BEV;BEV_D4;36;10.97;Portugal;familiar;familiar;1
Pfem23;24;female;nonparent;BEV;AMJ;AMJ_D2;37;10.97;Portugal;unknown;familiar;1
Pfem23;24;female;nonparent;BEV;JOL;JOL_D2;38;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D4;39;10.97;Portugal;unknown;unknown;0
Pfem23;24;female;nonparent;BEV;JOM;JOM_D1;40;10.97;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D2;1;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;BEL;BEL_D4;2;9.87;Portugal;familiar;familiar;1
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D1;3;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;BEL;BEL_D1;4;9.87;Portugal;familiar;unknown;0
Pfem24;20;female;nonparent;BEL;ROM;ROM_D1;5;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;MIS;MIS_D1;6;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;JOM;JOM_D2;7;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;BEL;BEL_D3;8;9.87;Portugal;familiar;unknown;0
Pfem24;20;female;nonparent;BEL;ROM;ROM_D2;9;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;JOM;JOM_D1;10;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D4;11;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;MIS;MIS_D3;12;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;JOM;JOM_D3;13;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MIS;MIS_D2;14;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;ROM;ROM_D4;15;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D3;16;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;BEL;BEL_D2;17;9.87;Portugal;familiar;unknown;0
Pfem24;20;female;nonparent;BEL;JOM;JOM_D4;18;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MIS;MIS_D4;19;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;ROM;ROM_D3;20;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MIS;MIS_D4;21;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;BEL;BEL_D2;22;9.87;Portugal;familiar;unknown;0
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D4;23;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;JOM;JOM_D4;24;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;JOM;JOM_D2;25;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;ROM;ROM_D1;26;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;ROM;ROM_D4;27;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D2;28;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;ROM;ROM_D2;29;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;MIS;MIS_D1;30;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;BEL;BEL_D4;31;9.87;Portugal;familiar;familiar;1
Pfem24;20;female;nonparent;BEL;BEL;BEL_D3;32;9.87;Portugal;familiar;familiar;1
Pfem24;20;female;nonparent;BEL;BEL;BEL_D1;33;9.87;Portugal;familiar;unknown;0
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D1;34;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MIS;MIS_D3;35;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;JOM;JOM_D3;36;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;MAJ;MAJ_D3;37;9.87;Portugal;unknown;familiar;1
Pfem24;20;female;nonparent;BEL;JOM;JOM_D1;38;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;ROM;ROM_D3;39;9.87;Portugal;unknown;unknown;0
Pfem24;20;female;nonparent;BEL;MIS;MIS_D2;40;9.87;Portugal;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;GAP;GAP_D3;1;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;CAE;CAE_D1;2;3.05;Ukraine;unknown;familiar;1
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D1;3;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;GAP;GAP_D2;4;3.05;Ukraine;unknown;familiar;1
Pfem25;22;female;nonparent;BEV;BEV;BEV_D3;5;3.05;Ukraine;familiar;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D1;6;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;BEV;BEV_D2;7;3.05;Ukraine;familiar;unknown;0
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D4;8;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D2;9;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;CAE;CAE_D4;10;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D3;11;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;BEV;BEV_D4;12;3.05;Ukraine;familiar;unknown;0
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D2;13;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D4;14;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D3;15;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;BEV;BEV_D1;16;3.05;Ukraine;familiar;unknown;0
Pfem25;22;female;nonparent;BEV;GAP;GAP_D1;17;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;GAP;GAP_D4;18;3.05;Ukraine;unknown;familiar;1
Pfem25;22;female;nonparent;BEV;CAE;CAE_D2;19;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;CAE;CAE_D3;20;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;CAE;CAE_D1;21;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;CAE;CAE_D2;22;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D1;23;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;CAE;CAE_D3;24;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D2;25;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D4;26;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D4;27;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D3;28;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;GAP;GAP_D3;29;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;DUH;DUH_D2;30;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D1;31;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;ZEP;ZEP_D3;32;3.05;Ukraine;unknown;familiar;1
Pfem25;22;female;nonparent;BEV;BEV;BEV_D2;33;3.05;Ukraine;familiar;unknown;0
Pfem25;22;female;nonparent;BEV;CAE;CAE_D4;34;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;GAP;GAP_D4;35;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;BEV;BEV_D3;36;3.05;Ukraine;familiar;familiar;1
Pfem25;22;female;nonparent;BEV;GAP;GAP_D2;37;3.05;Ukraine;unknown;unknown;0
Pfem25;22;female;nonparent;BEV;BEV;BEV_D1;38;3.05;Ukraine;familiar;unknown;0
Pfem25;22;female;nonparent;BEV;BEV;BEV_D4;39;3.05;Ukraine;familiar;unknown;0
Pfem25;22;female;nonparent;BEV;GAP;GAP_D1;40;3.05;Ukraine;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;MIS;MIS_D1;1;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;MIS;MIS_D2;2;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;BEL;BEL_D2;3;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;JOL;JOL_D3;4;3.12;Brazil;unknown;familiar;1
Pmal01;21;male;nonparent;CHM;BEL;BEL_D3;5;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;RAR;RAR_D2;6;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;RAR;RAR_D1;7;3.12;Brazil;unknown;familiar;1
Pmal01;21;male;nonparent;CHM;JOL;JOL_D1;8;3.12;Brazil;unknown;familiar;1
Pmal01;21;male;nonparent;CHM;MIS;MIS_D3;9;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;BEL;BEL_D4;10;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;BEL;BEL_D1;11;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;CHM;CHM_D3;12;3.12;Brazil;familiar;familiar;1
Pmal01;21;male;nonparent;CHM;RAR;RAR_D4;13;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;MIS;MIS_D4;14;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;JOL;JOL_D2;15;3.12;Brazil;unknown;familiar;1
Pmal01;21;male;nonparent;CHM;CHM;CHM_D4;16;3.12;Brazil;familiar;familiar;1
Pmal01;21;male;nonparent;CHM;RAR;RAR_D3;17;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;CHM;CHM_D2;18;3.12;Brazil;familiar;familiar;1
Pmal01;21;male;nonparent;CHM;JOL;JOL_D4;19;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;CHM;CHM_D1;20;3.12;Brazil;familiar;familiar;1
Pmal01;21;male;nonparent;CHM;RAR;RAR_D3;21;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;MIS;MIS_D4;22;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;JOL;JOL_D3;23;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;CHM;CHM_D4;24;3.12;Brazil;familiar;unknown;0
Pmal01;21;male;nonparent;CHM;MIS;MIS_D1;25;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;CHM;CHM_D3;26;3.12;Brazil;familiar;familiar;1
Pmal01;21;male;nonparent;CHM;JOL;JOL_D1;27;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;BEL;BEL_D2;28;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;RAR;RAR_D2;29;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;RAR;RAR_D1;30;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;CHM;CHM_D2;31;3.12;Brazil;familiar;familiar;1
Pmal01;21;male;nonparent;CHM;MIS;MIS_D2;32;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;JOL;JOL_D4;33;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;BEL;BEL_D1;34;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;MIS;MIS_D3;35;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;JOL;JOL_D2;36;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;CHM;CHM_D1;37;3.12;Brazil;familiar;familiar;1
Pmal01;21;male;nonparent;CHM;RAR;RAR_D4;38;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;BEL;BEL_D4;39;3.12;Brazil;unknown;unknown;0
Pmal01;21;male;nonparent;CHM;BEL;BEL_D3;40;3.12;Brazil;unknown;unknown;0
Pmal02;23;male;nonparent;BEL;AMJ;AMJ_D1;1;20.12;Portugal;unknown;familiar;1
